Account	Block	Ccy	#	Amount	Ethers	Tokens
0xf056f46fddb9e1a71c197a8da2cb85be0c1ebcca	3638527	ETH	998	16	16	41600
0x32cc8eb3b477ba947330f03e036d547ce5279ac3	3638527	ETH	999	100	100	10000
0x6fe2fb372cb715ebd45fa7fb1e9343d22356ae16	3638527	ETH	1000	0.73	0.73	73
0xf1a3f437afae1f1232bd122a18943d42062b04a5	3638527	ETH	1001	9.994	9.994	999.4
0x7c94e26e15b1422ba41de11cbbaff4990db2ee53	3638527	ETH	1002	65	65	6500
0xf4b6780aa28c48fee8fcba7b9cbe37c846ef3ed2	3638527	ETH	1003	8	8	800
0x74aafdbeb47dafe51649997d2eb39a027eb0cf97	3638527	ETH	1004	100	100	10000
0x0f8d9f8f8ddd2a381440343007e9d8d50e73ec78	3638527	ETH	1005	24.9	24.9	2490
0x1983e10e16d617d932cdcd73b5f3eb8c25634228	3638527	ETH	1006	50	50	5000
0xb051284850f8bbf93c0d41bf72afd703e7f5030c	3638527	ETH	1007	10	10	1000
0x0843b61f1a1a6e1f0e1d1765ad03573ed9317edb	3638527	ETH	1008	1	1	100
0xd5f9b98fa9965faab9670a5afdb11e9992f3686e	3638528	ETH	1009	18.5	18.5	1850
0x4dd468141449c89f9d793c3ba6b68388477d4acc	3638528	ETH	1010	26	26	5800
0x36f76c3a761d6d86d1c50a0f69dc37cc06b9d55a	3638528	ETH	1011	200	200	74900
0x4e195670f954c7c282361cf6231764dd549655a1	3638528	ETH	1012	10.7	10.7	1070
0x0663caf86ef171e229bd070bad5cbefe1bca0060	3638528	ETH	1013	1	1	100
0x2d9836904430a15dae1922548c6f0af1ae9b6cd8	3638528	ETH	1014	1	1	250
0xdbb271c0b6e4fc9d96233646ea33bf860e739d1a	3638528	ETH	1015	5	5	500
0x60f8243364ad1f7e2f6ad442a4da4faff88ff7da	3638528	ETH	1016	4.994	4.994	499.4
0xe3362375921fa33ee4e6e8e289c2b9fd8b645eae	3638528	ETH	1017	1	1	200
0x637af389140ea116d3cf03c10d1b64c26df04da2	3638528	ETH	1018	3	3	1300
0xeb5f23dd22fd814a896f9af6e521fa6e534bcd5b	3638528	ETH	1019	16	16	1600
0x8fd001781eaa084cd8f8ad125aea23cf65bf9687	3638528	ETH	1020	20	20	2000
0xfd443cfd21172cd5bda7b754c2fb64819efa74f6	3638528	ETH	1021	10	10	1000
0x3833f8dbdbd6bdcb6a883ff209b869148965b364	3638528	ETH	1022	50	50	8000
0x1a09ee94c08dccaf88e83e1eb8e3f21f5c39bd98	3638528	ETH	1023	1	1	100
0x5753b4322dca5abb39284e4fcba753fb8e887021	3638528	ETH	1024	5	5	2006.161057
0xb3022b41174416789d05f53f03979a6e134a3848	3638528	ETH	1025	1	1	200
0xd6f302944dbc6c8239b693eef672342f63e13d1e	3638528	ETH	1026	2	2	200
0x624c4acfc7661abc928248e42de552c65aa4f0a8	3638528	ETH	1027	1.118	1.118	111.8
0x006e6f8d088afb1663de6ae377305158d5c6db2f	3638528	ETH	1028	2	2	200
0xb54d201a9d391d9d1c9e8766d6c2683065d09725	3638528	ETH	1029	2.975	2.975	297.5
0x1d27c1a9542c0dd6f9fb8848911031fdd2cf6910	3638528	ETH	1030	390	390	39000
0x165057c9c6db87c444caba91459c9cae4673ecd2	3638528	ETH	1031	5	5	1000
0x0023f04c87272874560ae330004a47db361b1ff3	3638528	ETH	1032	100	100	10000
0x2b8fe4166e23d11963c0932b8ade8e0145ea0770	3638528	ETH	1033	4000	4000	400000
0xfba76494b29951db4696809f58aee08b1955e6bd	3638529	ETH	1034	2	2	320
0xcc5e5ac9e9a35395c117832af501ce1450e7441a	3638529	ETH	1035	7	7	2510
0x7610d0ee9aca8065b69d9d3b7aa37d47f0be145a	3638529	ETH	1036	34.0187946	34.0187946	3401.87946
0xb935f08828c057e7195762544c6a58c33e420c7e	3638529	ETH	1037	24	24	2700
0x0e3e092a61f6995bcdf7045777b84147c46e0f73	3638529	ETH	1038	194	194	19400
0x6bef3ec3c3ad7bfa08a71e93c636d55552cbd054	3638529	ETH	1039	1	1	600
0xeb8861ab19c6e46cabf94baca7f33178000b8bd1	3638529	ETH	1040	50	50	5000
0x862d24aabbed46bc706889c0a23d3c10a81baf7a	3638529	ETH	1041	9.1438562	9.1438562	914.38562
0x2c21e83a76b2dea9fb85885257eb1ac3f82da450	3638529	ETH	1042	2	2	800
0xf9034f7923869d95a7c66eb9b9141cf3097dc298	3638529	ETH	1043	49.8	49.8	9246.2
0x6cf4240145efbf5a9df664b6aad55dc736db037f	3638529	ETH	1044	1	1	2400
0x2cadafe29d2b53b990742ccb2285e9dd9d6de037	3638529	ETH	1045	2	2	1100
0x2d00fa0f05cee999f37909692e4e04dd9c86a7ae	3638529	ETH	1046	28	28	5509.37333333
0x60baabfadb6829943f915ea60bb41a22d76da481	3638529	ETH	1047	14.18814654	14.18814654	1418.814654
0xe064f004317572c09be88909c8cafac2a4b007dc	3638529	ETH	1048	11	11	1100
0xb7909d9fd5dc8f32140bc23e63c878fd42076e23	3638529	ETH	1049	70	70	7000
0x4a6917d6f3455258a4129deebae51cbeb0b809f3	3638529	ETH	1050	6	6	600
0xff5ed206236a3d1ea43f942602af0c1132a83727	3638529	ETH	1051	50	50	6500
0x737023f51299565cdfa4dce93eeaed15ce8b89f8	3638529	ETH	1052	15	15	1500
0xd74baf7d6bbb294748394cf6bfd0a39872a76b79	3638529	ETH	1053	14.7	14.7	1470
0xa316434d9ac2c7a464f4ee23d808c810057da0f2	3638529	ETH	1054	2.5	2.5	250
0x00386a858f55b26359ef417f9c535c12ede754d7	3638529	ETH	1055	99	99	9900
0xae73ac2558c4d683ebc48ce59c33958da125aa6e	3638529	ETH	1056	10	10	1000
0x0580c947f486839c5afa76726de629c543ce54d0	3638529	ETH	1057	6	6	600
0xe2103fd7aa2f289b110bf54856f0bb0547e7eba3	3638529	ETH	1058	5	5	500
0xb5c961cd60960a521ea8bf8d407cf29b622d5207	3638529	ETH	1059	10	10	2000
0xb698da7c3406d1d61082e1c8c7375ca64067e331	3638529	ETH	1060	5.99708466	5.99708466	599.708466
0x3f6209d373d66362036b360dc9c3aa8a4f42bd9b	3638530	ETH	1061	99.98	99.98	9998
0x024cd921773ac699abbaf0e8f8e75c13fdc43d35	3638530	ETH	1062	7	7	1100
0xd7790323e53166fda44ab2525c0e1daa64652061	3638530	ETH	1063	9.45	9.45	945
0xfafc68eba74360754153804558816f392870cadd	3638530	ETH	1064	9.9	9.9	990
0x7dd37386f98f09cdd8d6c53a914421ceb64544aa	3638530	ETH	1065	14.05	14.05	1405
0x88358e77ebc8cf733b2013332b3ced38eb0e78b2	3638530	ETH	1066	50.02	50.02	5002
0x5b050bb863d83885239676993ae3079d5f08540f	3638530	ETH	1067	0.5	0.5	1100
0x0d65852dda3b90fe7645debe30714a502d829410	3638530	ETH	1068	6	6	600
0x678cb5761d2f9c3206c4c2402a95813deccc1154	3638530	ETH	1069	30	30	3000
0x098a5d6803ce7614f52df4eaf247e9c4a7e260d8	3638530	ETH	1070	1	1	125
0xf0754367fcfffe3c4bd1a80c118af9921034c6ea	3638530	ETH	1071	0.12	0.12	12
0x38425da69b48377405b0dec39464d4f5daa45c9b	3638530	ETH	1072	500	500	100200
0xddf57f47d773284f5ab6d46ed4d578192e6c09f9	3638530	ETH	1073	1	1	100
0x9ca98b617c2fd136071d6d0bf999493fc7cd8ad4	3638530	ETH	1074	21	21	2100
0x33581cee233088c0860d944e0cf1ceabb8261c2e	3638530	ETH	1075	1	1	720
0x000f372e3e45ada03456aef3b90c545ff2b7329c	3638530	ETH	1076	0	0	0
0x9bcb3aa2dda3a0e8da6d39e1b4053c0ae6000cfd	3638530	ETH	1077	10	10	1000
0x54eb25897591d705b4f7a6fa2f3e78cd7077d723	3638530	ETH	1078	34	34	3400
0xecfffd759275dacf003ba44ee8fd3db4862618b9	3638530	ETH	1079	25	25	12500
0x007a81fe186add5a28d40e3933c5667946376279	3638530	ETH	1080	5	5	800
0xcd4d89e89e19615c8692f6969b1c2a682954d75d	3638530	ETH	1081	12	12	1200
0x2007162c086a29702f84f3cc06c12f2c93c35769	3638530	ETH	1082	58.3014992	58.3014992	5830.14992
0x483280195a600ea8800bad3aeb9575f84cfcb76b	3638530	ETH	1083	1.005	1.005	100.5
0xb5c961cd60960a521ea8bf8d407cf29b622d5207	3638531	ETH	1084	10	10	2000
0x7a521bea46ec40adf115c63bf3bc7519a20b1561	3638531	ETH	1085	1	1	100
0x55a0b9df8c0e2f8bc4a2af8e88cfc15b7fc1f95f	3638531	ETH	1086	0.68922239	0.68922239	68.922239
0x20184638da9dabd43a965617f042bb27ff5a1518	3638531	ETH	1087	6.65937058	6.65937058	665.937058
0x79fee227a1e77e8c0c7eb0fb00687c131578a16d	3638531	ETH	1088	6.70140703	6.70140703	670.140703
0x49eb2808cd6ac40079aba35e03377af9b00e1062	3638531	ETH	1089	1	1	200
0x8a12052a7666c801371afc2f026c6f15f378a6a5	3638531	ETH	1090	6.1	6.1	610
0x36f76c3a761d6d86d1c50a0f69dc37cc06b9d55a	3638531	ETH	1091	100	100	74900
0xd06426c1340ffd26eabb99f2849dbe6f06c5b806	3638531	ETH	1092	25	25	2500
0xd98cc59e5bbf4895d9ce8f9e7a0811ba2943c02c	3638531	ETH	1093	0.6	0.6	1778.52867719
0xd2b24b69b07a6261eb647a62d608ea5d4d7bdeaa	3638531	ETH	1094	25	25	2500
0xb8968bf7249b4da9c54512538027362ab3952d84	3638531	ETH	1095	1	1	100
0x818e5d82465a12d219e5f8350159264c28541c8e	3638531	ETH	1096	0.10245593	0.10245593	1714.245593
0xff0cb0351a356ad16987e5809a8daaaf34f5adbe	3638531	ETH	1097	1000	1000	100000
0xbe5319e8baa8a8276389a1520ad0b5e1a14e510e	3638531	ETH	1098	20	20	2000
0x57f33b02f9e35eb692985e258740b1fff228e28c	3638531	ETH	1099	1	1	100
0x7aab881b03e74f7e5c41fbb9aa0c5a950b851ae3	3638531	ETH	1100	5	5	1700
0xe23c5751b3d7bda40ef7de0ef3f1d3b08d238d2d	3638531	ETH	1101	1	1	100
0xbb47b40270a061fd5f6da877dcaffb8462e55811	3638531	ETH	1102	0.3	0.3	30
0x9a43a23189612549e13ed8d50c6bd7ec4101f445	3638531	ETH	1103	4	4	400
0xd929ad1e45b7963bf98bb25bcbd3e6db858e9f45	3638531	ETH	1104	4	4	400
0x67436a2c32f8e72e9de5bcf1b5f6fff8172d4ad2	3638531	ETH	1105	100	100	10000
0xcad89b3219b706f0c55df99745e730bb87893303	3638531	ETH	1106	0.05	0.05	5
0xd46575875a013fe56576f520b04decd57977558e	3638531	ETH	1107	25	25	2500
0xd084ab520d116dbe0069796fe542e767fb4b498c	3638531	ETH	1108	251.5	251.5	25150
0x6afbb3fb10fd9e33b091e3053e956c0a286062be	3638531	ETH	1109	20.9959971	20.9959971	2099.59971
0x134163be9fbbe1c5696ee255e90b13254395c318	3638532	ETH	1110	5.43	5.43	543
0xc9a84971ea70b211f86432dbfd4851bf22177abd	3638534	ETH	1111	229.5	229.5	22950
0x18b12be7ac3de29fd6aa84c7d3fd2c2ed5df0fe3	3638535	ETH	1112	0.4	0.4	40
0xb19a808f2fede7bd829e9dc078bc192941ac132b	3638535	ETH	1113	10	10	1000
0x63e0d8753480ffcc6ce65ec46f9efb06778e819c	3638535	ETH	1114	30	30	4574.66666666
0xecf7488f4b926371ff3765de4df9b8468610e706	3638535	ETH	1115	19.994	19.994	1999.4
0xca9052179c52c332d6e7c495b7f0aa2484e99cd2	3638535	ETH	1116	38	38	3800
0x5bbbfc9c653d6899e529ceb3d3e99a5c5c81b47f	3638535	ETH	1117	2.991	2.991	299.1
0x212bbaf561460d18832e4b67e27e62ed6585ab34	3638535	ETH	1118	9	9	900
0x934176c1aca721cfa26521451279f5d5a44c7d96	3638535	ETH	1119	100	100	23640
0x62a9f3a4d200f92f99f3f98a450aece84d8b48a6	3638535	ETH	1120	2	2	200
0xffec02b15236bee6413b72ffefc018ed699f37d3	3638535	ETH	1121	0.33	0.33	33
0xaa884c81b7b5f4b675e2e041826394e8f0b16bbe	3638535	ETH	1122	95	95	9500
0xff9897ad4de5cee2739115d95500b666b985a1f8	3638535	ETH	1123	0.8	0.8	80
0xf2f3f70ac712809bc2538b1fb82e1e485af45f9b	3638535	ETH	1124	5.4	5.4	740
0x763707f4d5dddc7628142d8f9aee89a262e01b73	3638535	ETH	1125	70	70	7000
0x714bfdb6d7cee4343de013ffa9849c1dc561d7da	3638535	ETH	1126	10	10	1000
0xff5ed206236a3d1ea43f942602af0c1132a83727	3638535	ETH	1127	15	15	6500
0xdba249da7b4b6a45552149c4df30ef3150cacdb6	3638535	ETH	1128	5	5	500
0x68774933eabfe5a4f630bed023281f4fe97756d7	3638535	ETH	1129	12.274051719	12.274051719	1227.4051719
0xdb26e81e7e89b6ae2d343c15c75aa29c9e9975a6	3638535	ETH	1130	4	4	500
0x763886e333c56feff85be3951ab0b889ce262e95	3638535	ETH	1131	10	10	9705.44
0xa2d39073a3ed7f6aa476130e2c102867c837960d	3638535	ETH	1132	252	252	25200
0x9da223150d443bb05a02efd40a079b3b7e14528a	3638535	ETH	1133	4.99615286	4.99615286	1998.615286
0x982b830602098d5df8422fcc793884f63215ef94	3638535	ETH	1134	203	203	20300
0xe125671c5bd5b6b97ca8b6d3fce9d99ef14dd9b7	3638535	ETH	1135	10	10	1000
0x2a6ff09f5f9b416d64d7025b48c711b0c375c4ec	3638535	ETH	1136	0.95	0.95	95
0x4168814716e4ed77f1650e4afc729b2b013149c4	3638535	ETH	1137	5	5	500
0x5e81e3fa37b96ded7f5006f2085329b0fd057df3	3638535	ETH	1138	500	500	250000
0xe301f89ae2c38ace07486d8759271741f76ac207	3638535	ETH	1139	10	10	1000
0xbb3f20f4ac71555d6acbc7153525aa7b3b8fe1c9	3638535	ETH	1140	69.99697814	69.99697814	6999.697814
0x28091e33df862922f1a1fc62e60af9f791cb4dec	3638536	ETH	1141	5	5	1300
0x0db6c7c04bf0f4340336fcc4011aa54795794c3e	3638536	ETH	1142	50	50	5000
0x9ea25cd27438c796da06ab896ceab2b96c4fb2d3	3638536	ETH	1143	9	9	900
0xa9dedaf3eefa1b5b9b8cdeb89beae6399dbb869c	3638536	ETH	1144	50	50	5000
0x80b0bc272bbe685b3735abecf23ae1e42a9e6521	3638536	ETH	1145	150	150	15000
0xa5d9099ba1fe0374fca15f198119896383477709	3638536	ETH	1146	10	10	1000
0xa2fb1c8b5681e4fbc45853c2d6260ab4fd6f61db	3638536	ETH	1147	2	2	200
0x224c3152902caa725edc53270afac87ccc3e8d29	3638536	ETH	1148	1	1	36407.236
0x13f73ae539cc98f6dc19eff32b8b264b67b04143	3638536	ETH	1149	10	10	1000
0x000f372e3e45ada03456aef3b90c545ff2b7329c	3638536	ETH	1150	0	0	0
0x173e055b5815a28417096a9358e6ebd4fa75f8b8	3638536	ETH	1151	6	6	600
0x7b40d5c17aab371a6ed5ac622ea232b590f2a31b	3638536	ETH	1152	16	16	1600
0xb6afb0403690b67b2de7ef0b54769249e7f2957d	3638536	ETH	1153	298	298	29800
0x5565e90b36d019d3e116cf66288ef5696a48f36c	3638536	ETH	1154	25	25	2500
0xf76475144781e77ecea57d8156574910402587a7	3638536	ETH	1155	150	150	30000
0x03ec0219bc17da6334a521da11c1aefc41c56e6f	3638536	ETH	1156	55.0109153	55.0109153	5501.09153
0x2cecea38eff2085ac7b13c9b53173141a2f4d7dc	3638536	ETH	1157	10	10	35300
0x4449e4f863d815746705cfc68cd8d007e8684d0c	3638536	ETH	1158	24	24	2400
0xa4c5c562ab28f8e3569457aad1591025c4bb18a6	3638536	ETH	1159	4	4	400
0x8242743ba8ef8192934b01ad4ff171528b795ebd	3638536	ETH	1160	1490	1490	306781.372
0x001b77d4802bfe50f302c4f93d5055a3021959ea	3638536	ETH	1161	329.99650162	329.99650162	32999.650162
0xda2160f626c4ca9b137da0bc4355f503f053566c	3638536	ETH	1162	32.107040117	32.107040117	6421.4080234
0x616864b797b4880f32d26a1d4f1aac926705a268	3638536	ETH	1163	1.7	1.7	170
0x0183218c7c8228c490800bea9ff8747f44a20929	3638536	ETH	1164	5	5	500
0xb25ec5632d69256c11b54b4dda3b72671cf0a4fb	3638536	ETH	1165	8.06003602	8.06003602	806.003602
0xc9a6621f85a755f62db8b82013aca4e6fa277f13	3638537	ETH	1166	5	5	1000
0x2d84df7f5eb2f0c161fe9038884c32c1eb44f2b6	3638537	ETH	1167	9.95429119	9.95429119	995.429119
0xbebb8f833ab38d100fee14baa804a7d137cab260	3638537	ETH	1168	0.013778809999998976	0.013778809999998976	1.37788099
0x28395ad01ca521ec9f51b3a493b94e5104a276ea	3638537	ETH	1169	20	20	2000
0xba41fdfc2371719fcf781b81f0e5fb353afa131a	3638537	ETH	1170	22	22	54400
0xae8295483900eb2d1f074945d6d4a2a5e06f8d0d	3638537	ETH	1171	25.1	25.1	2533
0x73b457bb68295d8bd28acc558d16f267cbcca730	3638537	ETH	1172	29	29	2900
0x4a195947c09a57e54abed59d09bd9e0f10425f42	3638537	ETH	1173	1	1	320
0xe9254306fd8e3951026213c76730fe8b6739021b	3638537	ETH	1174	3	3	7358.93999999
0x8e0f8f41658d3eeeed279115303311173b6f48e5	3638537	ETH	1175	0.09	0.09	9
0x50dcb2c9cfdc5b739d5b91d0ade737d999f7f08e	3638537	ETH	1176	7	7	700
0x72e65059428d9a2da614a9161e0122d95405a24c	3638537	ETH	1177	80	80	17900
0x6cffbe28a742edcef5643cef4756216549b48885	3638537	ETH	1178	1.08341818	1.08341818	108.341818
0x977cd4fe1602a8e70346b52fd76b682e3867c8b4	3638537	ETH	1179	6	6	600
0x66a197ce23f032a5243d84d95b7e95aac6723d0c	3638537	ETH	1180	20	20	2000
0x0513647e69d5b2acce36acc31a8895989cd5178a	3638537	ETH	1181	25	25	2500
0x378516b69375a4289d8c3ed5763aff9e6bd78975	3638537	ETH	1182	2	2	200
0xf6edf5dcdfba55f3cecee2a430bb6c2d30a4a1a8	3638537	ETH	1183	15	15	1500
0x187b150efc866fb9231453eee823a59aec0314d0	3638537	ETH	1184	0.4	0.4	40
0x52b2224141c99859fd1d5646f9cd7f6cba987405	3638537	ETH	1185	12.5	12.5	2000
0x3db918158c1844a0eba8cd1a230f0dc418e37255	3638537	ETH	1186	3.08366013	3.08366013	308.366013
0xb6dc742c0e31e6e8e339ddd70cee4f028a621058	3638537	ETH	1187	2	2	200
0x00eda31fedc9e16b567b27e2b8617101e1974f5b	3638537	ETH	1188	3.9	3.9	390
0x810858f00f41f99873e97a5018d83cab22843c9f	3638537	ETH	1189	15	15	1500
0x003f8a7a2a90c99bf06ad965722f1d5ab8e473f3	3638537	ETH	1190	1.99	1.99	199
0xff723447d3a4da1bc4bfd6ee7ee112dc6bf1dd08	3638538	ETH	1191	0.6	0.6	100
0x6cf4240145efbf5a9df664b6aad55dc736db037f	3638538	ETH	1192	10	10	2400
0xb876e8ce3243121de6cb8dda7e36bbfdbc4a041b	3638538	ETH	1193	4	4	400
0x688d9596b4093228d9199512017c27f8a94733a8	3638538	ETH	1194	250	250	25000
0x36f76c3a761d6d86d1c50a0f69dc37cc06b9d55a	3638538	ETH	1195	49	49	74900
0xf3aac313ebfd749295a91d995fb23f4978f12f06	3638538	ETH	1196	7	7	700
0x4dd468141449c89f9d793c3ba6b68388477d4acc	3638538	ETH	1197	12	12	5800
0x60f64d03645d23d218d7aea1c2ccf6b6f2d0c95e	3638538	ETH	1198	2	2	200
0x3f0ee6e11e291aacfb67a1529f3cd9c04af804c2	3638538	ETH	1199	5	5	500
0xd33d1a6998daf5f168e3622cfc826c32acd43eca	3638538	ETH	1200	100	100	10000
0x988dd7713c09ced0d8c012b2b0a023dc337290aa	3638538	ETH	1201	10	10	1000
0x13e5e3a18f46bc5d81e7d083562c707fc8ec8f44	3638538	ETH	1202	23.878	23.878	2586.8
0xdb199a85b5fc170b0aaf02bd0db6c60ea8990aaf	3638538	ETH	1203	5.9	5.9	590
0x2b44e09056e4b76daf48a535495f4e0962a764cf	3638538	ETH	1204	5.9	5.9	590
0x60e558ad78e42f340661c6a8598682c6c92fc0a1	3638538	ETH	1205	10	10	3000
0xeb5c0e4b4f2de03746dd7dcd6e2885281242d511	3638538	ETH	1206	1	1	899.416936
0x397f53036e64108783677350741526ca84327634	3638538	ETH	1207	1.05	1.05	105
0x37038849339b399c4aa6b07b745e249378b33089	3638538	ETH	1208	500	500	50000
0x4665e47396c7db97eb2a03d90863d5d4ba319a94	3638538	ETH	1209	25	25	3000
0x902b170fc4f2b4ce97af48095854bdba55df5071	3638538	ETH	1210	9	9	2700
0x749a790fa2cdfd45f333701e6998d158a0cc3b84	3638538	ETH	1211	20	20	4000
0x438ccbd79f20c1e68b828211ec2ba30c0ec9c05a	3638538	ETH	1212	115.99650162	115.99650162	11599.650162
0x39d2991f300f9e13af59d2cbab3afe1a71051364	3638539	ETH	1213	5	5	500
0x749a790fa2cdfd45f333701e6998d158a0cc3b84	3638539	ETH	1214	20	20	4000
0x902b170fc4f2b4ce97af48095854bdba55df5071	3638539	ETH	1215	9	9	2700
0x902b170fc4f2b4ce97af48095854bdba55df5071	3638539	ETH	1216	9	9	2700
0x36ebdd9aa1ae4e7159af1a0903a9cb70a364a4a8	3638540	ETH	1217	4.3	4.3	430
0x49eb2808cd6ac40079aba35e03377af9b00e1062	3638540	ETH	1218	1	1	200
0x763886e333c56feff85be3951ab0b889ce262e95	3638540	ETH	1219	10	10	9705.44
0xf684a8e4e899bb8e8345f2ebc78b2e0c96f8eb29	3638540	ETH	1220	1.5	1.5	390
0x5e7069cf3d3652478e600fda63696eb5e1120f3d	3638540	ETH	1221	2	2	200
0xb670dff0f26c035ff61f50023e44c0dc2d8fec13	3638540	ETH	1222	3	3	300
0x99d0114b588fbbcd2a01a7aa9e11361c06bbbf2e	3638540	ETH	1223	1.5	1.5	150
0x0800f677cfe355bf94c1f9ae2b600ee826a1be09	3638540	ETH	1224	19.2	19.2	3840
0xeed9d864e0944e65e04d9e9e70d3c78ffc0b268a	3638540	ETH	1225	78	78	7800
0x339dba6c6e715176c74340d0deda0bf9684318db	3638540	ETH	1226	1	1	100
0x2bc69b9df98caa3cb7a60fd7f7ea03865c9335a3	3638540	ETH	1227	9	9	900
0x234980ec63009a686645749da99c68cd2bb4f91c	3638540	ETH	1228	7	7	700
0x26042bcb12b216791d3c921358e1e9b03f43fcd7	3638540	ETH	1229	6.5	6.5	650
0x63f0f31f0d23b29688fe0e15040516564ec3f38f	3638540	ETH	1230	28	28	2800
0xab9e273ed47fc6afa4cd7ae34e2680bfc64851a2	3638540	ETH	1231	1.932	1.932	193.2
0x25fc6354f30fa5e8606e489b7cb4f7f662e8b17f	3638540	ETH	1232	6.5685250430843162	6.5685250430843162	656.8525043
0x46c912f0d054a081349a704b89eb3f1c133dbd10	3638540	ETH	1233	4.994	4.994	499.4
0x4a9ef5139e86ad6cff49f6c5b521858cc78d9280	3638540	ETH	1234	4	4	510
0x9e4074662b07b2864e45f959796fd68deeebafd4	3638540	ETH	1235	20	20	2000
0xdb3d45182bcc31da47e32790a7bd499113a0e630	3638540	ETH	1236	4.00698468	4.00698468	400.698468
0x8e1233d9339556e2def6689158dfc056dd3527f8	3638540	ETH	1237	0.44	0.44	44
0x39b9ea29ed86963cd7d341719381c2a0b43c006d	3638540	ETH	1238	3.10186	3.10186	310.186
0xc20655792d1bd4a4a7173dcf0450bedddb97dde1	3638540	ETH	1239	100	100	10000
0x2a77cc1349888a426c3772e4c2a18702c636c28a	3638540	ETH	1240	50	50	5000
0x003933e17513f9cc9fccc808198c60f1c338bc23	3638542	ETH	1241	5.99608162	5.99608162	599.608162
0x0cb97cd9fa0307eae9499e0d095ee4286079ceb5	3638542	ETH	1242	0.045	0.045	703.5
0xd5a3b7fd5a8707ca8489ab4cedfdec97475cc920	3638542	ETH	1243	23	23	4500
0x95da181f3d195ffb35904a13910b7d4d13b0c809	3638542	ETH	1244	37	37	3700
0x752cf3efca9e126bbebb54000acf7b22ebea3213	3638542	ETH	1245	1	1	300
0x6faac5f6c186451c7385feb50b30b4d066b1c42f	3638542	ETH	1246	1.994	1.994	199.4
0x92fcdb8ac8f0fa2accf8b4bc9b348cc5e8adc002	3638542	ETH	1247	200	200	40000
0x18b797975bee7a20cfd0f1b7f8c591dbe3a1a924	3638542	ETH	1248	3	3	300
0xaeafb85a6a22d788b1de1bb9d18f0dd9dbc7aada	3638542	ETH	1249	3.195	3.195	319.5
0xcc56e76596bcf79a8c4441f251563b45db60da74	3638542	ETH	1250	9	9	900
0x003de942fac839a00994071b4a38a8f010fc103f	3638542	ETH	1251	25	25	2750
0xa0c8ea1ee10f765b53a880ba053f1a1fafe7896c	3638542	ETH	1252	10	10	3500
0x3bb66e9e7afeeeda34838dd3cb62efb20cdb4377	3638542	ETH	1253	2	2	200
0x2c324362bcc1700cfc8904f9d46371ffdb5d6da2	3638542	ETH	1254	6.9	6.9	690
0x1c1bb5915cec7da52985a2765519fc23483c93b0	3638542	ETH	1255	5	5	1000
0x1a357a00cd46ee4fb87a3113b7e88326090f470f	3638542	ETH	1256	9.85	9.85	985
0x576a53d97e801e73c055e1ef3b59faee18e0437b	3638542	ETH	1257	30	30	3000
0xa508f5f8be9502cfb210d2c7958a8f211ab496b3	3638542	ETH	1258	3.5	3.5	350
0x407947f08f3a144b0df4eb80eaec9401c6725891	3638542	ETH	1259	40	40	4000
0xffe27b523078303768ac6b2a9ebee8a22902ffaf	3638542	ETH	1260	100	100	10000
0x81a34924a317702963cc44d2b5d1bb1ef7eb1137	3638542	ETH	1261	5.4	5.4	540
0x8e5c09e19dd0d80272a29eaf2726f760a57f78fb	3638542	ETH	1262	9	9	900
0x42a82fede05cdaab51203e5c02b4dfc889e79512	3638542	ETH	1263	13	13	1300
0x1bbc9cc686d7d55f0fcae40a4518c5c1cc989898	3638542	ETH	1264	40	40	4000
0x36196da1d2329a555482ba98288b7a17533f7e5a	3638542	ETH	1265	12.5	12.5	1250
0xbd9064fdb9a4274df760f8fc14abaf6b86d17f12	3638542	ETH	1266	15	15	1500
0x17f6231d54f4fad3fbd772acdac4962dad53226b	3638543	ETH	1267	13.552121	13.552121	1355.2121
0xbb7cbc97282e86dd18f687233a7ffaf5be2e0fb1	3638543	ETH	1268	1	1	100
0x9cfd5052dc827c11a6b3ab2bb5091773765ea2c8	3638543	ETH	1269	80.27	80.27	8027
0x024cd921773ac699abbaf0e8f8e75c13fdc43d35	3638543	ETH	1270	3	3	1100
0x001f16e8b1eb07d921430063c39e39078510394a	3638543	ETH	1271	1	1	100
0xfef65fd66d72f5f4e3aa18042b43297f1a2ee940	3638543	ETH	1272	20	20	2900
0x000651c909460d247ee7b5dda573807dd2143d97	3638543	ETH	1273	269.994	269.994	26999.4
0x15d0363405419d76f327132fc8cffce2be527c9e	3638543	ETH	1274	3	3	300
0x627bd5cd4c8125541b27c9f38f4d0224acda3acb	3638543	ETH	1275	10	10	2171.688
0x2eb977a772cf8748814cb0a5474a2e797d56e5c0	3638543	ETH	1276	0.122	0.122	12.2
0x00db2b9178f83bec59a6327eddf8a8cb54f764ff	3638543	ETH	1277	120	120	12000
0xa6e61b22670fc02110f25454b666d3701e2ef949	3638543	ETH	1278	7.95508466	7.95508466	795.508466
0x003d1e506652cf80136c56273fc483affc6a8970	3638543	ETH	1279	3.2	3.2	320
0x4c9ba33dcbb5876e1a83d60114f42c949da4ee22	3638543	ETH	1280	250	250	25000
0x4c09123e222f19d09d6bb4dbf5352c93df4fd23a	3638543	ETH	1281	25	25	2500
0x1798e662368fae602d6a520a43b614ff094fa0b0	3638543	ETH	1282	20	20	2000
